,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,yearly_count
1186,3212,Christ Hospital,40.734785818,-74.050443636,3483,Montgomery St,40.71942,-74.05099,40
1187,3211,Newark Ave,40.72152515,-74.046304543,3193,Lincoln Park,40.7246050998869,-74.07840594649316,63
1188,3280,Astor Place,40.71928220070703,-74.07126188278198,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,64
1189,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3273,Manila & 1st,40.72165072487999,-74.04288411140442,24
1190,3681,Grand St,40.71517767732029,-74.03768330812454,3209,Brunswick St,40.7241765,-74.05065640000001,68
1191,3481,York St,40.71649,-74.04105,3280,Astor Place,40.71928220070703,-74.07126188278198,11
1192,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3681,Grand St,40.71517767732029,-74.03768330812454,80
1193,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3694,Jackson Square,40.71113,-74.0789,40
1194,3639,Harborside,40.71925170000001,-74.034234,3195,Sip Ave,40.73089709786179,-74.06391263008119,42
1195,3196,Riverview Park,40.7443187,-74.04399090000001,3209,Brunswick St,40.7241765,-74.05065640000001,71
1196,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,45
1197,3196,Riverview Park,40.7443187,-74.04399090000001,3225,Baldwin at Montgomery,40.7236589,-74.0641943,14
1198,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3638,Washington St,40.7242941,-74.0354826,171
1199,3267,Morris Canal,40.7124188237569,-74.03852552175522,3198,Heights Elevator,40.748715945380226,-74.04044330120088,17
1200,3195,Sip Ave,40.73089709786179,-74.06391263008119,3481,York St,40.71649,-74.04105,20
1201,3640,Journal Square,40.733670000000004,-74.0625,3185,City Hall,40.717732500000004,-74.04384499999999,24
1202,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3220,5 Corners Library,40.73496102000952,-74.05950307846071,24
1203,3202,Newport PATH,40.7272235,-74.03375890000001,3273,Manila & 1st,40.72165072487999,-74.04288411140442,158
1204,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3279,Dixon Mills,40.72163014263835,-74.04996782541275,66
1205,3213,Van Vorst Park,40.71848892,-74.047726625,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,272
1206,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3184,Paulus Hook,40.7141454,-74.0335519,86
1207,3206,Hilltop,40.7311689,-74.0575736,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,34
1208,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3225,Baldwin at Montgomery,40.7236589,-74.0641943,137
1209,3194,McGinley Square,40.7253399253558,-74.06762212514876,3187,Warren St,40.721123600000006,-74.03805095,29
1210,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3638,Washington St,40.7242941,-74.0354826,98
1211,3220,5 Corners Library,40.73496102000952,-74.05950307846071,3225,Baldwin at Montgomery,40.7236589,-74.0641943,34
1212,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3206,Hilltop,40.7311689,-74.0575736,133
1213,3196,Riverview Park,40.7443187,-74.04399090000001,3210,Pershing Field,40.742677141,-74.051788633,87
1214,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,37
1215,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,21
1216,3212,Christ Hospital,40.734785818,-74.050443636,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,15
1217,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3640,Journal Square,40.733670000000004,-74.0625,54
1218,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,98
1219,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3220,5 Corners Library,40.73496102000952,-74.05950307846071,12
1220,3639,Harborside,40.71925170000001,-74.034234,3201,Dey St,40.737711,-74.066921,13
1221,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3268,Lafayette Park,40.71346382669195,-74.06285852193831,45
1222,3196,Riverview Park,40.7443187,-74.04399090000001,3639,Harborside,40.71925170000001,-74.034234,65
1223,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3483,Montgomery St,40.71942,-74.05099,49
1224,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,123
1225,3213,Van Vorst Park,40.71848892,-74.047726625,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,49
1226,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3187,Warren St,40.721123600000006,-74.03805095,119
1227,3184,Paulus Hook,40.7141454,-74.0335519,3483,Montgomery St,40.71942,-74.05099,97
1228,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3198,Heights Elevator,40.748715945380226,-74.04044330120088,34
